Movie,Name,Review,Score
Beavis and Butt-Head Do America,Johnson,"um. First off the bat uh obviously it’s a beavis a butt-head movie so expectations were set at an all time low.

I laughed out loud a couple times. The animation was poor but it was kind of comforting in a way. It felt of the era and it wasnt trying to do more than beavis and butt-head in the 90s. i didnt watch that.

it wasnt a good movie but i laughed enough and 1 star is for truly hate. i enjoy it for what it was but its not good so gonna give 2 couplalittlespidamunkesy",2
A Prairie Home Companion,Johnson,"I think reif nailed it. The plot is so secondtary to what this movie is about and in no bad way is that a bad thing to me.

There are just these little snippets of just interesting storytelling that really tickled me and I really liked it.

comic characters funny

fake advertismeents i was just relaly really laughting

guy noire so out of place and why is this character involved but i think it was written with very good care and i foudn it indearing i really really likeed it

he got beans as a chaser and i just thought relaly like loved that

um

anythign else. certain choisced by garrisseon keeler i thought were bizzar but not a bad thing i guess i just gave some leeway in some of the writing a radio guy writing his first movie

i loved the way it was shot it was beautiful

i really really wanna give this a 4 cause i enjoyed this conversation. i wasnt sure how i felt about it um. god. 3 is such a lukewarm aw screw it im giving this 4 failed rolled cigarettes by THE kevin kline.

Sam: is it failed rolled cigarettes or failed cigarettes rolled by.",4
Django,Johnson,"im gonna go.

Um. First off, the theme song is amazing. I think ive listened to it 3 or 4 times today. That’s great. That’s where the good sounds end and bad sounds end.

Sound design was really distracting. I wanted to give it the benefit of the doubt for time but not gonna.

loved the style of shooting. loved the zoom ins that were kinda cliche now but not then.

i laughed a lot, the dubbing felt almost like mxc or kung pow enter the fist where i was giggling at it thinking it was a joke.

the story, while fun, i didnt really follow it. i think i got the gist of it but i think it could have been better.

i can see where other people built on what this story did really well, but yeah. uh. i enjoyed it but that doesnt necessarily mean its a good movie but im gonna give it 2 coffins that are filled with machine guns but is now filled with gold",2
Metropolis,Johnson,"benwah balls

ill just read what I wrote after finishing this movie last night pretty inebriated.

Wow, was it entertaining, yes.

What did it mean? I don’t know.

Maybe it was too much story being pushed into one story.

Maybe this manga is super deep and extra details crammed in but didnt work right

great reif movie. perfect no. night is long walkon girl was better.

without seeing visuals would not have enjoyed this movie very much. it had animation issues, it was always interesting to look at.

i liked the glimps of the world to look at. i wish there was more described it would have been really cool too much to look at nice to look at story was bizzarre didnt hate it gonnagive 3 uncles who dont give a shit about their nephews",3
Mr. Jealousy,Johnson,"yeah so I liked the comedy I likeed the writing the three comedy characters writing and talking.

Dashelss caracter was really thought out and good arc.

I thought it was shot really well. My eyes really liked to see this film. I liked it.

thats where the fun ended for me.

the main character was a phsycopath. he was jealous without any empathy. he liked, i guess a girl but he showed no real possession her was part of movie but ends up with her but it wasnt.

i dunno i just didnt like it it was this gross yuppie thing and um throughout our talk we talk about how its implied that all these characters come from money oh i guess so it kinda makes sense and makes me hate them more.

yeah... i dunno. maybe the cultural difference betwen the 90s and now suggests that the 90s are gross.

i dislike the 90s. and these characters.

as not a jealous character i dont connect with the movie either.

um. yeah. the part about therapy is where people grow. the main character wanting to be in it is actively not growing at all but if he ends up with the girl at the end it makes zero sense he should lose for not growing.

in conclusion i liked the way ti looked. i like the humor. i hated the characters. i dont want to watch it again. this will be rounded up to 2 group therapy sessions with peter bogdonovich.",2
Mars Attacks,Johnson,"I was really really llooking forward to this film. Glad sam picked it. This was nostalgiac for me I was happy to watch it in my gramparents house and my mom and uncle were laughing so hard and it was a cool experience when the jokes went over my head. that built up in my head that it was going to be really good.

there were tons of stars in it i was like ooo i want to talk about this, ultimately the movie was chaos.

it was a jumbling of SNL bits thrown on top of each other on top of a facade of a linear plot.

this movie is not to be watched by yourself in a basement on your laptop. this is a movie to be watched with friends doing low scale drugs or drinking with friends. this was a low scale movie.

jack black i had no clue who he was, overall i really did enjoy this.

i really wanna give it a 4 but it's not a 4. its not up to that kinda stuff. its definitely a high 3. i give it a 3 attacks by mars

Hake editorial correction: I didnt say that shit.",3
WR: Mysteries of the Organism,Johnson,"I think I experienced this movie like I would walking into an art gallery.

I walk into a collage where there is a common theme but I enjoyed certain pieces more than others. I understood some parts more than others I grasped that I twas pointing towardst he same thing.

this was outta left field i felt like it was a good movie for this type of discussion.

yeah you not sposed to discuss arthouse but this was good for different perspectives that we had but i had perspectives that were different from other peoples

it was cool

was it necessarily enjoyable to watch all the way through? maybe not but i enjoyed anticipating the conversation (yes)

holy fuck i cant wait to hear what others think of the lunacy i just witnessed

yugolsave scene where the main character preaches about sexual iberation, maybe propoganda but i loved this scene

wish i could watch on a big screen with a bunch of people

overall i loved this movie and really liked it so i give it 4 sex soccer ball vibes.

jordan: both lips or into mouth?

sam: rating your own movies higher than others rate them, name a more dynamic duo.",4
Monkey Bone,Johnson,"your mom will go next!

I really enjoyed this movie. Thought the intro was awesome. Loved the time we spent in the not real world.

The greek kind of everybody but the human world was fine. The end was tremendous.

I was confused about who it was for, i feel like they could have rewrote the monkeybone to not be about boners, and then the movie would have made less sense. something we would not have loved and it was cultish and dirty and blue and stuck in this spot who is this movie geared twoards and it made it suffer a little bit.

i laughed a ton during this. i did really like it. going into it i was like ive been rating my movies on whether i liked watching them or if it was a good movie if i was to rank a movie on whehter it was good---- easy 1

execution is poor
watcher must make leaps
brain spell out

based on how i liked it, and how much i am kind of excited to watch it again with people i am going to follow jordan 4 organs from a dead chris kattan.
",4
Magic Mike,Johnson,"so I like matthew mochonoghay. I like his craziness. I liked his performances that was fun

my problem with th emain characters..

While I think the ideas that are about chan tat character made me like him more when I watch it I was like ugh this bullshit artest caracter is super annoying.

then ant the end he sees it, he sees he bullshit but movie does weak ass ending where he ends up with the girl who should hate him but they go on a date but its like no, lets have a date in 7 hours what could we do in then

her brother in tampa is through a pee filter but everything else was fun and overall i liked a lot of the portralyes but i didnt like the story the story at its heart did nothing for me i give this tttt 2 catfuls of ghb,",2
DRUK (Another Round),Johnson,"winging it.

*everyone checks their notes*

*sam defends his improv*

um. I enjoyed this movie I thought it was good. I like d afiml about gys experimenting with alchohol doesn’t blame alchohol for any of it they make their own choices which i liked a lot. I tought it was cool l loved seeing them all intoxicated together like seeing them as adults next weekends hang which is really relaly fun martins character was incredibly intereting he made me so sad everytime i looked at him he has the saddest face on the planet... it just made me sad..

what else did i hav eto say about it. i did write this sthi movie was a bad infulence at one point. drinkin sazeracs with the boys lissnen to relly cool music you can buuy your wine palmer fresh cod.

this movie worked really well i hate danish language on my ears.

the visuals were so good i wanted to stop looking at the subtitles to enjoy what was on the screen so i rewond but at home its not a big deal but on the big screen cant do it the same.

i am looking forward to hakes next major screenplay.

this felt like something shage would write and film the framing was a daniel jacobson film (t)

overall gonna have to give this a 3 with a point in front with B. A. C.",3
Lapsis,Johnson,"I think this movie was trying to make an indictment against capitalism but the vehicle was flawed and not well explained. Big hang up

I wish that the cards would have been scarier. I do like that it was like a teamup with collge thats interesting.

wish the cable or quantum companies were scarier.

really what the hell is with the connecting cubes with cables, why is it a constant requirement. sems like a bad deisgn for a computer.

wanted weird shifts in reality due to quantum fields, you know like people scared of 5g. like if i t was bonkers like that but since it wasnt super bonkerss the need to run cables on the surfance to enable high speed trading or somethign i dont know.

i feel like this movie was trying to make a big statment and i was rooting for it and it was supposed to be engaging but it ididnt keep up the crazy i dont think ill watch this film again..

it was an enjoyable ride 2 completely out of place pillow fights.",2
The Skin I Live In,Johnson,"ok so, I picked this movie knowing zero about it. Im not even quite sure why I picked it, but I guess im glad I picked it.

It was interesting, I think the director was trying to make us have certain feelings for all the major characters then our intial feelings got kind of clouded in the middle but then at the end it gets swithed around.

rapist -> phsyco
rapist -> dr

in the film it could have been better. i like what shag said i think the core concept was the issue was interesting and they kinda backed into it and the backing into it was problematic.

antonio banderes holy shit he was awesome to watch. the tiger scene will live on in movie club lore for just being a crazy scene with a lot of opinions but all together it was a gross scene. yeah, i loved the conversation tonight but i wont let it affect my score i think this one shot right down the middle for this one and im gonna give it 3 nonconsentual vaginaplastys",3
Sorcerer,Johnson,"so, I loved the comment that I didn’t know earlier that this was friedkin's favorite film to shoot, because I think that mirrors my opinion. This movie feels like a highlight reel of the director and his skills. Variation of shots, special effects, the vibes created throughout the film were really really good. i liked the performances he got out of the actors too.

i felt like this movie could have been edited better. could have been tidied up and more punchy. loved the music.

loved the characters in the jungle, tension in the vehicle scenes, working with each other. wisht ehre was more character development in the jungle.

this movie did a lot of things but didnt make a choice about wha tit was tright to do. you figure it out. ywould have like to know what more of wha tit was going for .

i did enjoy it when i was watching it. it wasa  lot of fun, even thought we nitpicked it here maybe it was little too harsh on it with freinds i would watch it totally confident giving it 3 drips of nitrogen nitroglycerine",3
Shogun Assassin,Johnson,"uh. So this was like a cool drink of water. This was so refreshing to watch, not saying nothing bad about them but this was waesome. This was awesome.

Loved this one cant believe I seen it before. Kid narrator pretty good. Fuedal japan was super dope. fight scenes give me more and more blood fuckin dig it. sound track dig it. if that car had more blades possible i say load it up. the cart could hav emore blades love the tropes this was fantanstic img ivin this an easy 4 swords.",4
Driven,Johnson,"I was really excited to do a car / racing movie. I was way too excited.

Even at the beginning I saw mario andretti at the beginning and im like this is gonn abe dope! And then I twas real bad.

I couldn’t get over that there were two separate women in the film who had been with two different racecar drivers and that was just... normal.

i think we touched on it. im glad that while it was creepy and sexist it didnt get overtly sexual so saving grace there.

thank god it was written and starred in by sly stallone instead of steve segall that would haunt my nightmares.

this gets a 1 distressed denim cowboy hats.",1
Exit Wounds,Johnson,"um.

Another steve segall film.

Another one that seems handwritten by him to constantly give him compliments to tell him how hot and powerful and how much of hero he was

but that didn’t irritate me this time.

Lvoed the action, the cars was funny, prepped for cool stuff to talk about

young eva mendez. tom alrnold was funny

i thought tk was funny

loved unlimited bullets in every scene

wish it went more extra, just turn it up to 11 if you gonna be crazy, i guess heroin t-shirts kinda

wish that the commander would have gotten a better ending, that was a real bummer

this was like movie club movie the entire time i was fuckin pumped i lvoed it

loved the dmx music, and dmx suprised me.

i thought he was gonna be garbage, but he was passable.

so yeah, i loved it

segall, named his character orin, that was annoying.

lvoed it. give this bad boy 4 starchy heron turdshurts",4
Pink Flamingoes,Johnson,"so I agree this was at an end of spectrum of movies I guess I had never experienced, so In that way im glad this was picked. This was a great movie night pick. I really enjoyed how visceral I felt. Like I felt this movie more than I felt the other ones..

none of the movies made me want to throw up through it.

i pride myself on... i fasted forwarded through part of that gaping butthole scene.

it made me feel. snuff films i dunno. that part i really liked.

it was genuinely funny. any movie that says turd a bunch will satisfy my lessor humor urges.

i really did like all of those things.

the moment i finished this movie i wa slike holy shit im gonna give this a 1. the acting, cinematography, acting, this movie felt like the way you would edit a movie with your first video camera and if you fucked up a scene too bad.

its in there forever.

but i do, it reminded me a lot of mysteries of the organism.

it was arty trying to say something that was just out fo reach. maybe thats just me tyring to givne it too much credit.

imma give 1. keep this typ eof weird fuckin crazy mind opening. im gonna give this the highest honor i can give it 2 gaping butholes.",2
Three The Hard Way,Johnson,"im ready to go.

Yeah so uh I really am really pumped everyone joyed this and scratched the iteches

I was really hpoing this wasn’t going to be terrible cause I was you know didn’t know anythign about it and I didn’t want to pick another medium raw

i did agree with everybody that 70s super seriosu really fun crazy gunfights explosions really enjoyable. just enough plot to not be stupid.

you could really follow and just having 3 main characters who had fun dialogue and they seemed super cool with each other really really like dit.

yeah making nazis the badguys: perfect.

i did not need complexiity  i needed something *no pun* black and white. it went down smooth

super pumped everyone enjoyed i would like to watch at can can somenight 4 patriotic topless biker torturers",4
Mallrats,Johnson,"this was the first time I had ever seen this movie, which seems kind of crazy, I really enjoyed it.

Right off the bat, I really loved just watchign movies that know they are movies.

Its not trying to tick me into being something real, its played for the camera.

this movie was play really well as a funny highschool aged stage production. that would be awesome.

this seemed written for the stage, really liked the comedy beats, jay and silent bob, every time on screen i was laughing out loud.

i agree what everyone else said our main two heros, kinda tough to watch.

jason lee, he's awesome, i love watching him talk, but his character annoyed me the whole time, jeremy london.. we already talkin bout him.

this movie def be stronger if they lost at the end instead of winning.

i enjoyed it. iddnt look at me phone engaged em.

im gonna gvie a zero hot takes score of 3 melted chocolate stink palmbs. chocolate coverated stink plambs.",3
Ishtar,Johnson,"so. Yeah. I liked a lot of moments in this film. I watche dit by myself and reround to watch the scenes again because they were so funny.

Otherwise, long long scenes and cuts of the movie like: wtf is going on?

The movie didn’t take itself super seriously, so i didnt. I thought i missed a lot because of this conversation. There were chunks missing.

i thought this movie made me feel kind of silly. i must have fallen asleep.

the lead characters had good relationship. it could have been better but i liked how both characters were stupid and one thinks they are smart.

im incredibly glad to have seen this movie, i think it was a cool pick, thank you shag for doing it, i feel lik my life is better having watched it, thus im going to give this aaaaaaaaa 2 roberts, rogers and clark hit records.

*heckling ensues*
",2
Battlefield Earth: A Saga of the Year 3000,Johnson,"Jordan: Dig it.

This movie felt super long. Like I said, I paused this a lot.

Every time I was super stunned that three minutes had gone by.

The beginning of the story felt like a startreck episode. End jumped the shark, but not in a way i enjoyed.

maybe if i liked it or enjoyed it like a comedy, maybe i would really enjoy it but it seemed like it, it made me sleepy i would say.

travolta's acting was, um... it definitly kept my attention, it made me chuckle a lot of times, he was tryin somethin, he was tryin somethin.

aliens ugly, dope.

learning machine super stupid.

zero chance i watch battlefield earth again.

1 cyclo genociderz.
",1
Waiting to Exhale,Johnson,"so I came in to this kind of critical of this movie.

I thought the ah. Iinfidelity and excuses for it were just so blatant or morally bankrupt or something, but.

This conversation has been really really good and I think it changed my perspective a bit and i realized that its a bit more complicated and uh. whats the word?

looking for. uh. finessed the relationships. the range of human emotion or something.

this conversation changed my mind there. really loved that happening loved the way it was told all 4 actressess were really really good. i would love to watch this.

really love that holly was on this call to give that some perspective too.

because of that i will give this a 3 enduring friendships :)",3
Predestination,Johnson,"alright, so.

I dig time travel moobies.

I don’t usually think they do it very well, but using the single character aspect had my brain just really really diggin it the whole way through.

Yeah so came into this loving it, realized you bozos dont think about it hard enough, becuause you are too simple minded go back to watching to wait to exhale.

4 flaming faces.

*reactions*

Sam: That was the least johnson review. not questioning, confidently saying your thing like a badass.",4
Mamma Mia,Johnson,"First off, I love musicals! Truely I do. I think they are really fun and I just get into them. This movie was colorful and silly and I know I should haven't taken it seriously, but maybe I did a little too much. The story was really dumb and I was constantly looking around to ask someone ""what the heck is going on?!"". This whole thing seemed like a weird cash grab and I wasn't a fan. I really liked this conversation though and it has affected my score for sure. With that I give this bad musical a 2 TBDs!
",2
Brilliantovaya ruka,Johnson,"I was really excited to do this movie, seeing a foreign film that was soviet influenced.

Thought there was a lot of mr magoo and mr bean inferences. I liked doofus bumbling around making mistakes.

Its not high art and it doesn’t speak against power or anything like that. but i thoroughly enjoyed this. great movie nite pick.

really wanna give this a 4 but like i dont know if it gets to that echelon, would love to watch this drinking vodka with a drink of my boys 3 robes with mother of peral buttons.",3
Batman: Mask of the Phantasm,Johnson,"I haven't watched as much batman as everyone else here. So I was excited to see this one again,. I liked it but it wasn't my favorite. I'm excited to watch more batman stuff after this conversation. So I'll give it 3 batarangs.

",3
Victor/Victoria,Johnson,"im gonna continue sams momentum. I really loved this movie. The first time I paused this was 45 minutes in because I had to go pee, I was like holy shit I gotta go pee and we are only 45 minutes in. I should have timed it.

Hahahahahha.

I was loving this film. i loved the uh, chemistry between the main two characters and i lvoed the quick insults, they were so good, the performances were fantastic. julie andrews is a vocal gem.

i really liked the whole thing with King, i voiced my criticisms, i wish it would have been pushing boundaries to the next level. I could have written a better ending.

all that said, holy shit did i enjoy this, the whole time watching it, megs watched this with me, i was like holy shit this one might be a 5, i dunno. this is hittin me different.

this conversation did nothing to change that, add this to the top tier of movies with movie club, im gonna give it 5 norma's small rages.",5
Drop Dead Gorgeous,Johnson,"so watching this I was definitely bummed that I didn’t watch this when I was 13 or 14. this had so many references that I think woulda been really funny upper tier maybe in my childhood if I watched it then.

Having said that, I was nervous going into this, while i thought it was funny, i wasnt sure how much everyone would dwell on the problematic stuff even if it could bog you down everyone had the exact same kinda liked it but problematic stuff thought was funny when i was 12 or 13 not funny now but laughed at the time.

thought i was gonna give 3 but this one gonna stay with me more so im comfortable giving it 4 melted beercanhands.
",4
The American Astronaut,Johnson,"really loved the concept. And this conversation has been amazing, and has painted this film in a new light where I do think that it will probably continue to grow on me like a cult film.

I have to be true to how I was feeling while I watched this movie, because i paused it and only 8 minutes had gone by.

part of watching by myself, i guess i really needed a plot, and since it iddnt have a plot it put me in a bad mood and i wasnt having it.

i would have asked to atomize and pull in pile dust so i give it 1 cigarrettes",1
Bones,Johnson,"I was really excited picking this film, because when I said it, people cheered. Fucking yes, I nailed it.

Before I watched it, some of the text messages started rolling in, like a reference to medium raw. And I was like oh no, did I just medium raw dogg my friends again. oh my god i was discgusted.

i liked the intro, it lagged in the middle doing to o muhc, main complaintes about movies this comes hard in that third act. we have been wanting a 3rd act, i liked ending on a good note, i think going into tonight this was a 2, but this conversation gave me more of an appreciation for it. it was absurd in the right ways and didnt get problematic and overall i thought as far as silly stupid horror movies go this one was fuckin fun and had great effects and th eblood was terrible but really good so im gonna give this 3 spooky maggot rain-houses.",3
Zombi 2 (Zombie Flesh-Eaters),Johnson,"the skipper of the movie must be a real turkey.

I enjoyed the silliness of this movie. I think one of the faults is that there are other zombie movies that are better.

I don’t want to compare to other movies because that’s tough sometimes.

the music worked but it was more of a detriment.

i liked the craziness of it. the shark scene will stick with me for a long time. i thought "" what the fuck is happening""

the gore was repulsive such as the eye gouge and big bites. i almost had to squint my eyes, which was awesome.

ultimately, part of it was tough was that i didnt care about the characters and didnt feel anything.

in the end, while i loved the twist ending with new york, it couldnt quite do it.

yeah, i am ultimately glad i watched it. 2 tits out scuba divers.",2
Tales From the Crypt Presents: Bordello of Blood,Johnson,"kevin: noooo im dropping down in my likeability of movies. Guys pick better movies.

Jordan: what is that? Total score? Total stars?

Johnson: I blacked out through a lot of this film. It kept my eyes attention (boner) but none of it really stayed in my brain.

but nothing really mattered. Dennis Miller was atrocious. i hated everything in it. the bones of the film coulda been fun if executed differently.

the gore was awesome. the gross out cool horror parts were done really solidly. i know the director did quite a few of the tv show, and he had the chops but some of the other stuff fell flat.

im not angry i watched it and i dont wanna give it a 1. i would throw this on the background cause its weird and cool to look at. no 1 cause not angry but cant give 3 cause ""yikes"" so imma give this 2 express trains to tuna town.",2
Possession,Johnson,"so, this was a tough one for me, because it was really really hard to follow.

We brought it up that you should let this film wash over you… once I realized the acting was a choice and not just bad. Then I watched movie.

The cinemtography gave me nausia.

I guess I'm not totally sure what this film is trying to say, i guess it was just a confusing, visceral, trying to get down what feeling though a divorce and it's just chaos.

this one didn't set super great with me. i was upset at it a couple of times. is this gonna be my first zero? I dunno.

but it's not. I don't know what it was gonna try to say. I'll give it 1 trashcan feather.",1
Misery,Johnson,"*clears throat*

I feel like so many times we watch these films and they do one act really well and maybe 2 acts and then it falls apart and makes the whole thing a slog.

This one was fantastic to watch and I really really liked it. It was tight filmmaking, loved the shot selection, felt very alfred hitchcock and cathy bates is amazing and james kaan his joices were so cool and very believable and yeah. *meow*

every scene had something i really enjoyed, no faults on this, this is kind of a boring review. when it comes to horror this one creeps up on you in a really really good way, this film doesnt bash you over the head.

its weird to discuss a legitimately good movie on here, so it gets 5 bitchly cow corns.",5
Someone's Watching Me!,Johnson,"coward

thanks

I agree with a lota things hake said. I really enjoyed this one.

Th emade for tv aspect lowerd my expernctations which made me enjoyed it more.

Im not a super real knowledgable about the johncarpenter work, instead of like sam.


my own ignorance made my experience better. be dumber sam.

i enjoyed the characters and a liked what the movie going for gave leeway made for tv.

yeah i guess i imagined constraints in my brain making me like it even more

the psychological elements made it like hitchcock and the reality seeing and nobody believing. horrifying and liked it.

really hated the ending, hated that the bad guy i just hated that it wasnt a mystery that the badguy was just a random person taht whatever.

overall enjoyed so for that it is a bad it is not a good movie its a made for tv movie it is what it is comfortable 3 almost grabbed shards of glass. no hot takes from johnson.

sam didnt make it feel like it one instead of jordan. gave me 3 instead 4 incredible one.

chasm between 3 and 4 is pretty big and 4 and 5 is massive. especially for me where 3 is like no mans land

i regret 3 2 is in my heart i said 3 cant go back.",3
Phantom of the Paradise,Johnson,"ill go.

Initially totally understand why this is a cult film, riding the same vein as rocky horror.

This movie had like little prince, I understood the metaphors and see what im trying to see.

It was insane and kooky.

I loved the visuals really enjoyed the music.

casting was solid.

parts were rushed, but kept the pacing of the movie quick, so i didnt get bored.

i guess i kinda played my hand throughout i really really enjoyed this film. this was a cool glass of water. definitely deserved 4 beef for me.",4
The Lady From Shanghai,Johnson,"so I thought this was a pretty great movie for movie club. I havent seen orsen welles, accent was crazy, what the hell is going on, keep me really engaged, got halfway excited through the conversation.

Funhouse stuff and the court room scenes were really entertain.

thought was really funny at the end, wish it was as funny as end. payoff was a little... you know, coulda been cooler at the end but not mad at it. overall this doesnt fall into stuff im stoked to watch again but im ultimately really glad i talked about. closed to a 4 but a 3 sweaty excitable grizbees.",3
Naked Lunch,Johnson,"firstoff super pumped that everybody seemed to have enjoyed this one.

Picking it it would be fun or really everyone hates me

even after watching I was like, man this coulda go every way.

Loved the coloring of this one. The vibe was bright and really cool.

obviously practical effects were amazing. 

weller being cast was a break or make for this film. he was capitvating in the way he portrayed bill lee.

surrealism, sometimes i hate it and sometimes i dig it. this time i dig it.

i had zero idea what was going on but i dont understand the plot really well, but this time it was teasing me and i just they about to tell me and the ending happened and confused me even more.

that was th emost perplexing scene of the whole movie.

my initial thought was fuuuck that.

then at work i could not stop thinking about what the movie was trying to say, realizing its more of a biography, elevated it more in my mind.

looking forward to seeing again. truly dont understand what happened. really really liked it.

with shag this is a sold 3 for me. throughout the conversation, before seeing reviews. dont wanna be swayed give stick with my gut 3 sips with my mugup jhisms.

jordan: i thought you were gonna be a fuckin stolen valor punk.

johnson: it made me feel better

johnson: we will see it's legs.

sam: reference for a wahile

jordan: till action boys.",3
Go,Johnson,"
I really enjoyed this movie, went in with zero expectations except tat my little experience with swingers I wanted good color and goods shots.

I liked interesting angles, late 90s time capsule feel to it. I dunno got me right into it, raves drugs house music, lets fuckin go.

the stakes were higher and noone died or injured was feel like after school special in a way

didnt make me hate it, thought movie coulda been way better

so many ways could be so much worse. dialogue was fun action was fun i dont have negative things to say about this one.

yep

so was it fantastic? absolutely not, but i thoroughly enjoyed watching this from beginning to end, big plus to me.

this was like nekked lunch solid 3.5 shit right here. didnt push enough of the buttons to push over ed so honest 3 crunchy herbal rave-shits.

",3
Riders of Justice,Johnson,"gives review.

Another madds mikkelson foreign language film im for him so far ive liked both of em decent amounts.

Thought this was pretty funny see a scene and o wait that’s a joke laugh at myself

I thought the nerds didn’t annoy me as much as other people and tey were all stupid in their own way and really funny bumbling dufuses and technical knowhow and social salamis that amde them lovable for so reason

outa all of the characters i dislike mads the most cause he doesnt grow and is one note and mads acted it well but fell flat. everyone else was really cool.

overall thought it was funny thought it was cool.

nothing means anything everything is chaos everything is random right down the middle with three chubby salamis.

Sam: that's a nice little snack.",3
Broadcast News,Johnson,"I got really excited at the beginning of this conversation because I think that disagreement sometimes leads to the most fun conversations.

So I really enjoyed that aspect of that conversation about Tom, and I realize I came across coming across a fuckin tom apologist which is really bizarre.

it kind of made me think more of ""someones watching me"" in certain scenes.

good storytelling, the story was kinda bland, but the way it was told was well executed.

i thought it was funny and endearing and clever.

wasnt best picture worthy or anything like that.

so yeah... i think we discussed it really well already. its better than a 3 but not good enough to be  a 4. so 3 orange concentrated screwdrivers. 3 screwdrivers from concentrate.",3
Matinee,Johnson,"ill be here but im gonna pee.

So didn’t know anything about this film at all but john goodman had me excited.

Loved how silly ths movie was even thought not taking itself seriously. Watching through eyes of 12 / 13 me. Yeah I would've awe man i wish there was a movie in my hometown coulda gone through woulda been so cool.

i smiled and laughed through this whole thing cool drinka water neice and nephew and Mant! was so funny every time it cam eon the screen really really digging it.

i dunno wholesomeness really strucken to me, but was great movie? no, but i go with gut and give 4 shopping cart uncles.",4
Playtime,Johnson,"so I felt like I know this was an art house movie but this felt like something I would find myself standing in front of a screen at an art museum and each scene I would see people in their apartments and like ""this one is boring"" and then they all kind of ""i dunno"" i liked the geometric shapes and sterility of it and hyper choreographed nature of itall.

then restaurant absurd chaos and all that goes awy and just so interested to look at. im usually hyper critical of movies with zero plot but this one felt good to me.

i enjoyed watching but more about talking abou tit more. better to watch in a group and better to watch a second time and then i would rewind and you see some gag in the background and i was like ""omg thats so cool"" and i like when tehre is some stuff going on everywhere.

conversation really took it to 4 territory. im kinda conflicted.

jordan interjects - you liked it more than me and i gave it a 3.

but no. i think this one had enough, really fresh something for my eyes and ears. something i would nota picked on my own gonna go with 4 crown brands as entry passes into recursive clubs. crown brands with cheeze. crown royale.",4
Something Wild,Johnson,"I really enjoyed this moobie. I even thought through the first half I was really uncomfortable with jeff daniels being a dirtbag and I didn’t know this woman.

It was a fun fantasy that I decided to let go and so happy about the background shit with the priest and nun inexplicably at the reuinion and civil war reanactment.

ray mentioned at length.

i really really liked this, i do give it a bit more benefit of doubt for mid 80s like a different time like sometimes i give it that benefit and im inconsistent and i dont care. i really realy like this film 4 virginias for lubbers t-shirts.",4
Juwanna Mann,Johnson,"
alright so I watched this last night and ive never seen it before.

At first I was like okay, an irreferent comedy something stupid from middle school and it was and I laughed a bit.

I was like if on Sunday on tnt and im in nursin a hangover with friends this would be really fun.

i thought we would have a lot to talk about and that i missed soemthing, but no i think i saw all the funny parts.

it was silly pretty enjoyable, 2 flawless cgi titty cups.

I went first cause i wanted higher scores.",2
So I Married An Axe Murderer,Johnson,"don’t hava ton to say.

I was really excited to watch this movie. I remember seeing it in video rental stores, and I had a false memory of seeing it on comedy central.

Interesting time capsule from the 90s that was neat to see.

The beginning was kinda boring, but i did enjoy just being like "" holy shit what are these choices mike meyers is making?""

not a huge fan of him but after this movie so excited to talk to you guys about it which counts for something.

terrible subtitles with this movie.

didnt discuss the chemistry between mike and nancy... i didnt really believe that. i loved the twist at the end.

i didnt see that coming and thought it was pretty awesome.

really enjoyed this conversation.

wanted to give this just a 1. but this conversation definitely proved that there were much more reedeeeming parts.

this is getting 0 woman but 2 wooooooah mans = 2 units.",2
Pretty Woman,Johnson,"I started this movie last night and finished it today after work.

Was not having an enjoyable time last night. Really did not like it.

Usually this yuppie 90s wealthy people are sposed to be loved for being financially successful for whatever reason turns me off.

so yeah i didnt like it. so i had 30 minutes left and i turned it on and i liked it and i felt like richard gere changed and grew in those 20 minutes, becoming a human and not a psycho path.

the movie won me over and like ""oh i think i liked that""

there's plenty of reasons without julia roberts this movie stinks but she is able to elevate the entire thing.

the movie tricked me and the part at the end hes like what does the prince do and shes like ""she saves him too""

and i was like that's what this whole thing was the whole time disney gushing like a moron i was bamboozled.

hate begin, liked end. so three steamy polo divits.",3
Roman Holiday,Johnson,"after first coupla reviews waiting someone coming outta edgy review could fall behind with shags being excellent describing this movie love audry hepburn and photo in the bathroom.

Something about limitations of films shot in this era like scenes with no sound they overcome those challenges and make something enjoyable to watch that was always designed that way.

whole movie was really really wholesome and like shag it was really close to being a perfect film it challenges the audience and that's not what it was going for but that's fine i love the film so gonna give it 4 truthy hands inside a monster gods mouth.",4
Romance and Cigarettes,Johnson,"I fuckin lub romance and cigerets.

I love when film is a show. Walken fuckin ridiculous is insane. The biting the dancing the writing.

I fuckin lubbed it. Connection between a romance and a wife was difficiilt I was so fuckin bummed I missed the conversation. two from ben? what the fuck is that about.

4 cucumbers in the gardeners ass.",4
